OrderID,CustomerID,OrderDate,ProductID,Quantity,Discount,PaymentMethod,Status,Age,City,SignupDate,CustomerSegment,ProductName,Category,UnitPrice,Sales,OrderValue,Year,Month,MonthName,Quarter,YearMonth,OrderCount,CustomerType
505108,103538,2025-02-27,2003,1,10,Wallet,Completed,24,Rasht,2024-04-10,New,USB-C Cable,Accessories,9,8,8,2025,2,February,Q1,2025-02,5,Repeat Customer
505109,104994,2024-06-22,2003,2,10,Gateway,Completed,44,Tehran,2025-10-05,New,USB-C Cable,Accessories,9,16,16,2024,6,June,Q2,2024-06,9,Repeat Customer
505110,108920,2024-02-04,2016,1,5,CardToCard,Completed,57,Kerman,2023-11-26,Regular,Monitor,Electronics,21,20,20,2024,2,February,Q1,2024-02,5,Repeat Customer
505111,105917,2026-05-30,2001,1,0,Gateway,Cancelled,33,Isfahan,2025-03-29,Regular,Wireless Mouse,Electronics,18,18,18,2026,5,May,Q2,2026-05,6,Repeat Customer
505112,106078,2024-01-06,2002,1,10,Gateway,Completed,26,Shiraz,2025-08-09,New,Mechanical Keyboard,Electronics,62,56,56,2024,1,January,Q1,2024-01,2,Repeat Customer
505113,103266,2024-07-24,2012,4,10,Wallet,Completed,48,Kerman,2023-01-22,New,Office Chair,Home Office,180,648,648,2024,7,July,Q3,2024-07,8,Repeat Customer
505114,105613,2025-08-13,2017,1,20,Wallet,Completed,48,Ahvaz,2023-05-03,Regular,HDMI Cable,Accessories,11,9,9,2025,8,August,Q3,2025-08,5,Repeat Customer
505115,108956,2026-04-12,2013,2,20,Gateway,Completed,29,Tabriz,2024-07-02,New,Notebook,Stationery,7,11,11,2026,4,April,Q2,2026-04,5,Repeat Customer
505116,104515,2024-04-11,2003,1,0,CardToCard,Completed,61,Tehran,2024-06-08,Regular,USB-C Cable,Accessories,9,9,9,2024,4,April,Q2,2024-04,3,Repeat Customer
505117,107584,2025-10-30,2018,1,10,Gateway,Completed,33,Karaj,2025-10-05,New,Microphone,Electronics,85,76,76,2025,10,October,Q4,2025-10,4,Repeat Customer
505118,105725,2024-10-13,2010,4,10,Wallet,Completed,28,Kerman,2023-07-15,Regular,Fitness Band,Wearables,55,198,198,2024,10,October,Q4,2024-10,5,Repeat Customer
505119,108099,2025-08-10,2011,1,10,Gateway,Completed,21,Qom,2025-07-10,Regular,Desk Lamp,Home Office,32,29,29,2025,8,August,Q3,2025-08,9,Repeat Customer
505120,102901,2024-03-24,2014,2,10,CardToCard,Completed,42,Mashhad,2023-11-26,New,Backpack,Accessories,42,76,76,2024,3,March,Q1,2024-03,6,Repeat Customer
505121,104310,2026-01-17,2011,1,0,Wallet,Returned,46,Tabriz,2025-12-26,Regular,Desk Lamp,Home Office,32,32,32,2026,1,January,Q1,2026-01,6,Repeat Customer
505122,105147,2025-09-03,2017,2,0,CardToCard,Completed,40,Tehran,2025-03-14,New,HDMI Cable,Accessories,11,22,22,2025,9,September,Q3,2025-09,5,Repeat Customer
505123,102154,2026-05-05,2005,1,10,Wallet,Completed,44,Shiraz,2023-03-23,Regular,Laptop Stand,Accessories,28,25,25,2026,5,May,Q2,2026-05,6,Repeat Customer
505124,102061,2025-03-10,2002,1,0,Wallet,Completed,60,Tehran,2023-06-07,New,Mechanical Keyboard,Electronics,62,62,62,2025,3,March,Q1,2025-03,4,Repeat Customer
505125,105940,2026-02-08,2004,1,0,Gateway,Completed,26,Rasht,2023-02-25,New,Power Bank,Electronics,35,35,35,2026,2,February,Q1,2026-02,5,Repeat Customer
505126,102416,2025-04-12,2010,3,5,Gateway,Completed,41,Ahvaz,2023-12-20,Regular,Fitness Band,Wearables,55,157,157,2025,4,April,Q2,2025-04,8,Repeat Customer
505127,102403,2025-03-19,2013,2,15,CardToCard,Completed,53,Mashhad,2024-09-14,Regular,Notebook,Stationery,7,12,12,2025,3,March,Q1,2025-03,6,Repeat Customer
505128,101808,2024-03-22,2019,2,10,Gateway,Completed,41,Kerman,2025-11-04,Regular,Tablet,Electronics,260,468,468,2024,3,March,Q1,2024-03,7,Repeat Customer
505129,107453,2025-12-04,2003,1,10,CardToCard,Completed,59,Karaj,2024-12-17,Regular,USB-C Cable,Accessories,9,8,8,2025,12,December,Q4,2025-12,6,Repeat Customer
505130,101960,2024-12-22,2008,1,0,Wallet,Completed,26,Rasht,2025-12-08,Regular,Phone Case,Accessories,14,14,14,2024,12,December,Q4,2024-12,6,Repeat Customer
505131,105162,2025-06-02,2017,1,0,CardToCard,Completed,19,Shiraz,2023-07-31,Regular,HDMI Cable,Accessories,11,11,11,2025,6,June,Q2,2025-06,9,Repeat Customer
505132,104773,2025-07-16,2015,1,5,Wallet,Completed,26,Karaj,2023-06-09,New,Bluetooth Speaker,Electronics,58,55,55,2025,7,July,Q3,2025-07,9,Repeat Customer
505133,101283,2025-10-31,2013,1,15,Wallet,Completed,36,Mashhad,2024-06-06,VIP,Notebook,Stationery,7,6,6,2025,10,October,Q4,2025-10,6,Repeat Customer
505134,100588,2025-05-12,2003,1,10,Wallet,Completed,22,Mashhad,2024-07-14,Regular,USB-C Cable,Accessories,9,8,8,2025,5,May,Q2,2025-05,7,Repeat Customer
505135,107386,2025-06-19,2011,4,10,Gateway,Completed,22,Mashhad,2025-01-01,New,Desk Lamp,Home Office,32,115,115,2025,6,June,Q2,2025-06,5,Repeat Customer
505136,103317,2025-03-25,2004,2,0,CardToCard,Completed,48,Rasht,2025-08-20,New,Power Bank,Electronics,35,70,70,2025,3,March,Q1,2025-03,4,Repeat Customer
505137,109012,2025-06-14,2008,1,15,CardToCard,Completed,37,Isfahan,2024-07-29,New,Phone Case,Accessories,14,12,12,2025,6,June,Q2,2025-06,7,Repeat Customer
505138,104792,2025-01-18,2003,2,0,Cash,Completed,65,Tehran,2025-09-15,Regular,USB-C Cable,Accessories,9,18,18,2025,1,January,Q1,2025-01,8,Repeat Customer
505139,103458,2025-11-01,2010,3,10,Wallet,Completed,19,Rasht,2025-08-17,Regular,Fitness Band,Wearables,55,148,148,2025,11,November,Q4,2025-11,4,Repeat Customer
505140,101496,2025-12-01,2009,1,5,Gateway,Completed,38,Tehran,2025-01-30,New,Smart Watch,Wearables,120,114,114,2025,12,December,Q4,2025-12,3,Repeat Customer
505141,101239,2025-03-22,2003,1,20,CardToCard,Completed,32,Ahvaz,2025-08-16,Regular,USB-C Cable,Accessories,9,7,7,2025,3,March,Q1,2025-03,9,Repeat Customer
505142,103555,2024-05-06,2001,2,0,Gateway,Completed,37,Qom,2025-10-04,Regular,Wireless Mouse,Electronics,18,36,36,2024,5,May,Q2,2024-05,5,Repeat Customer
505143,102302,2024-11-18,2008,3,15,Gateway,Cancelled,24,Tabriz,2023-09-09,New,Phone Case,Accessories,14,36,36,2024,11,November,Q4,2024-11,6,Repeat Customer
505144,105458,2025-12-26,2005,3,10,Gateway,Completed,36,Tehran,2025-12-20,New,Laptop Stand,Accessories,28,76,76,2025,12,December,Q4,2025-12,4,Repeat Customer
505145,100111,2026-03-17,2006,1,30,Gateway,Completed,31,Tehran,2025-03-18,VIP,Webcam,Electronics,48,34,34,2026,3,March,Q1,2026-03,6,Repeat Customer
505146,109057,2024-08-18,2014,1,0,Gateway,Completed,58,Shiraz,2025-06-02,Regular,Backpack,Accessories,42,42,42,2024,8,August,Q3,2024-08,2,Repeat Customer
505147,104534,2026-04-17,2003,2,20,Gateway,Completed,54,Isfahan,2023-01-04,VIP,USB-C Cable,Accessories,9,14,14,2026,4,April,Q2,2026-04,7,Repeat Customer
505148,103226,2024-08-27,2003,3,0,Wallet,Completed,55,Tehran,2023-05-10,New,USB-C Cable,Accessories,9,27,27,2024,8,August,Q3,2024-08,6,Repeat Customer
505149,100408,2026-03-20,2008,1,15,Wallet,Completed,24,Tehran,2025-05-04,Regular,Phone Case,Accessories,14,12,12,2026,3,March,Q1,2026-03,4,Repeat Customer
505150,100051,2026-04-10,2014,2,10,CardToCard,Completed,54,Tehran,2024-04-17,New,Backpack,Accessories,42,76,76,2026,4,April,Q2,2026-04,7,Repeat Customer
505151,101905,2025-03-12,2011,1,10,Gateway,Completed,33,Isfahan,2025-01-19,New,Desk Lamp,Home Office,32,29,29,2025,3,March,Q1,2025-03,7,Repeat Customer
505152,106744,2026-04-29,2017,1,5,Wallet,Completed,19,Mashhad,2023-09-03,Regular,HDMI Cable,Accessories,11,10,10,2026,4,April,Q2,2026-04,6,Repeat Customer
505153,100399,2025-04-19,2014,3,5,Gateway,Completed,31,Karaj,2024-06-24,New,Backpack,Accessories,42,120,120,2025,4,April,Q2,2025-04,7,Repeat Customer
505154,109590,2024-11-23,2008,2,0,Gateway,Completed,33,Isfahan,2025-07-18,New,Phone Case,Accessories,14,28,28,2024,11,November,Q4,2024-11,5,Repeat Customer
505155,101017,2025-11-30,2007,1,0,Gateway,Completed,36,Tehran,2023-07-20,Regular,Headphones,Electronics,75,75,75,2025,11,November,Q4,2025-11,8,Repeat Customer
505156,109885,2024-04-03,2017,1,0,Gateway,Completed,29,Qom,2025-12-10,New,HDMI Cable,Accessories,11,11,11,2024,4,April,Q2,2024-04,7,Repeat Customer
505157,103397,2024-07-06,2020,2,5,CardToCard,Cancelled,39,Shiraz,2025-05-20,Regular,Gaming Controller,Gaming,68,129,129,2024,7,July,Q3,2024-07,7,Repeat Customer
505158,104630,2024-07-03,2013,1,5,Wallet,Completed,34,Tabriz,2024-07-09,New,Notebook,Stationery,7,7,7,2024,7,July,Q3,2024-07,6,Repeat Customer
505160,101760,2025-09-04,2008,2,5,Wallet,Completed,45,Tehran,2025-05-06,Regular,Phone Case,Accessories,14,27,27,2025,9,September,Q3,2025-09,4,Repeat Customer
505161,101530,2025-12-24,2011,1,10,Gateway,Completed,62,Tehran,2024-02-28,Regular,Desk Lamp,Home Office,32,29,29,2025,12,December,Q4,2025-12,10,Repeat Customer
505162,106738,2026-02-23,2013,1,5,Cash,Completed,24,Qom,2023-02-07,Regular,Notebook,Stationery,7,7,7,2026,2,February,Q1,2026-02,2,Repeat Customer
505163,105072,2026-01-25,2020,1,0,Gateway,Completed,46,Rasht,2025-04-12,New,Gaming Controller,Gaming,68,68,68,2026,1,January,Q1,2026-01,8,Repeat Customer
505164,108074,2025-08-12,2007,1,15,Wallet,Completed,33,Tehran,2023-10-04,New,Headphones,Electronics,75,64,64,2025,8,August,Q3,2025-08,6,Repeat Customer
505165,104679,2026-03-14,2011,2,5,Gateway,Completed,49,Mashhad,2025-05-23,New,Desk Lamp,Home Office,32,61,61,2026,3,March,Q1,2026-03,4,Repeat Customer
505166,105564,2024-08-26,2001,3,0,Gateway,Completed,22,Tehran,2025-09-04,New,Wireless Mouse,Electronics,18,54,54,2024,8,August,Q3,2024-08,10,Repeat Customer
505167,103242,2025-09-18,2017,4,10,Gateway,Completed,27,Kerman,2025-02-01,Regular,HDMI Cable,Accessories,11,40,40,2025,9,September,Q3,2025-09,8,Repeat Customer
505168,103516,2024-03-07,2020,5,5,CardToCard,Completed,64,Shiraz,2024-07-29,New,Gaming Controller,Gaming,68,323,323,2024,3,March,Q1,2024-03,7,Repeat Customer
505169,109816,2024-04-18,2011,3,10,Gateway,Completed,23,Isfahan,2023-08-17,Regular,Desk Lamp,Home Office,32,86,86,2024,4,April,Q2,2024-04,5,Repeat Customer
505170,103339,2024-07-14,2008,1,0,CardToCard,Completed,59,Mashhad,2025-02-19,Regular,Phone Case,Accessories,14,14,14,2024,7,July,Q3,2024-07,7,Repeat Customer
505171,108883,2024-03-29,2015,1,20,CardToCard,Completed,31,Mashhad,2025-09-16,New,Bluetooth Speaker,Electronics,58,46,46,2024,3,March,Q1,2024-03,6,Repeat Customer
505172,104415,2026-05-18,2001,1,0,Gateway,Completed,41,Ahvaz,2024-03-22,Regular,Wireless Mouse,Electronics,18,18,18,2026,5,May,Q2,2026-05,8,Repeat Customer
505173,106205,2025-02-07,2011,2,0,Gateway,Completed,20,Tehran,2024-08-08,Regular,Desk Lamp,Home Office,32,64,64,2025,2,February,Q1,2025-02,4,Repeat Customer
505174,102041,2026-03-04,2007,1,15,Gateway,Completed,31,Tabriz,2025-03-28,Regular,Headphones,Electronics,75,64,64,2026,3,March,Q1,2026-03,7,Repeat Customer
505175,103283,2025-02-15,2003,2,10,Gateway,Completed,64,Mashhad,2025-10-13,Regular,USB-C Cable,Accessories,9,16,16,2025,2,February,Q1,2025-02,5,Repeat Customer
505176,104250,2025-08-27,2003,1,15,Gateway,Completed,36,Qom,2023-11-14,New,USB-C Cable,Accessories,9,8,8,2025,8,August,Q3,2025-08,1,New Customer
505177,107585,2024-10-05,2014,3,10,Wallet,Completed,18,Tabriz,2025-02-17,VIP,Backpack,Accessories,42,113,113,2024,10,October,Q4,2024-10,6,Repeat Customer
505178,108233,2026-04-29,2010,2,0,Cash,Completed,59,Tabriz,2024-01-24,New,Fitness Band,Wearables,55,110,110,2026,4,April,Q2,2026-04,5,Repeat Customer
505179,105486,2024-01-31,2018,1,5,Gateway,Completed,26,Tabriz,2023-07-02,New,Microphone,Electronics,85,81,81,2024,1,January,Q1,2024-01,7,Repeat Customer
505180,105553,2025-08-25,2011,1,20,Gateway,Completed,49,Rasht,2023-09-16,Regular,Desk Lamp,Home Office,32,26,26,2025,8,August,Q3,2025-08,8,Repeat Customer
505181,100413,2026-04-28,2003,1,15,Gateway,Completed,31,Mashhad,2023-11-16,Regular,USB-C Cable,Accessories,9,8,8,2026,4,April,Q2,2026-04,4,Repeat Customer
505182,102552,2025-11-11,2007,1,20,Cash,Completed,33,Tabriz,2023-05-18,Regular,Headphones,Electronics,75,60,60,2025,11,November,Q4,2025-11,5,Repeat Customer
505183,108893,2025-12-16,2006,2,0,CardToCard,Completed,50,Ahvaz,2025-12-12,New,Webcam,Electronics,48,96,96,2025,12,December,Q4,2025-12,4,Repeat Customer
505184,107000,2024-09-15,2008,2,15,Gateway,Completed,59,Tabriz,2024-08-30,VIP,Phone Case,Accessories,14,24,24,2024,9,September,Q3,2024-09,11,Repeat Customer
505185,108523,2025-01-25,2008,1,0,CardToCard,Completed,52,Shiraz,2025-08-04,New,Phone Case,Accessories,14,14,14,2025,1,January,Q1,2025-01,5,Repeat Customer
505186,103497,2024-04-27,2002,1,10,Gateway,Cancelled,22,Tehran,2025-01-28,New,Mechanical Keyboard,Electronics,62,56,56,2024,4,April,Q2,2024-04,5,Repeat Customer
505187,106711,2024-11-21,2008,4,20,Gateway,Completed,32,Tabriz,2024-03-22,New,Phone Case,Accessories,14,45,45,2024,11,November,Q4,2024-11,6,Repeat Customer
505188,101872,2024-01-08,2013,1,10,Cash,Completed,27,Shiraz,2023-01-03,VIP,Notebook,Stationery,7,6,6,2024,1,January,Q1,2024-01,7,Repeat Customer
505189,107174,2025-11-03,2001,3,10,Cash,Completed,36,Shiraz,2023-03-09,New,Wireless Mouse,Electronics,18,49,49,2025,11,November,Q4,2025-11,7,Repeat Customer
505190,100501,2026-05-02,2001,2,0,Wallet,Completed,23,Tehran,2023-09-17,VIP,Wireless Mouse,Electronics,18,36,36,2026,5,May,Q2,2026-05,6,Repeat Customer
505191,109923,2025-08-28,2012,2,0,Gateway,Completed,51,Mashhad,2023-02-10,Regular,Office Chair,Home Office,180,360,360,2025,8,August,Q3,2025-08,5,Repeat Customer
505192,108668,2025-12-01,2011,2,15,CardToCard,Completed,40,Rasht,2024-03-23,Regular,Desk Lamp,Home Office,32,54,54,2025,12,December,Q4,2025-12,5,Repeat Customer
505193,106538,2025-03-19,2013,1,0,CardToCard,Completed,63,Tehran,2023-06-29,Regular,Notebook,Stationery,7,7,7,2025,3,March,Q1,2025-03,4,Repeat Customer
505194,105622,2024-06-14,2013,2,0,CardToCard,Completed,20,Isfahan,2025-08-01,Regular,Notebook,Stationery,7,14,14,2024,6,June,Q2,2024-06,7,Repeat Customer
505195,107886,2025-09-14,2017,3,0,Gateway,Completed,27,Ahvaz,2023-12-13,Regular,HDMI Cable,Accessories,11,33,33,2025,9,September,Q3,2025-09,3,Repeat Customer
505196,100298,2024-09-15,2008,2,15,CardToCard,Cancelled,39,Tehran,2023-12-08,VIP,Phone Case,Accessories,14,24,24,2024,9,September,Q3,2024-09,5,Repeat Customer
505197,101933,2025-02-01,2014,2,0,Wallet,Completed,58,Shiraz,2024-04-06,Regular,Backpack,Accessories,42,84,84,2025,2,February,Q1,2025-02,6,Repeat Customer
505198,104947,2026-02-24,2003,1,15,Gateway,Completed,35,Qom,2024-10-30,New,USB-C Cable,Accessories,9,8,8,2026,2,February,Q1,2026-02,5,Repeat Customer
505199,101109,2024-11-18,2001,3,0,CardToCard,Completed,63,Mashhad,2025-12-17,Regular,Wireless Mouse,Electronics,18,54,54,2024,11,November,Q4,2024-11,8,Repeat Customer
505200,102851,2024-09-07,2003,1,5,CardToCard,Completed,27,Shiraz,2024-07-27,Regular,USB-C Cable,Accessories,9,9,9,2024,9,September,Q3,2024-09,6,Repeat Customer
505201,105559,2024-01-28,2013,3,0,Gateway,Completed,43,Qom,2024-05-17,New,Notebook,Stationery,7,21,21,2024,1,January,Q1,2024-01,6,Repeat Customer
505202,102612,2025-08-29,2017,1,10,Gateway,Completed,62,Karaj,2025-04-11,New,HDMI Cable,Accessories,11,10,10,2025,8,August,Q3,2025-08,3,Repeat Customer
505203,103934,2024-07-05,2002,2,5,Cash,Returned,53,Kerman,2024-02-27,Regular,Mechanical Keyboard,Electronics,62,118,118,2024,7,July,Q3,2024-07,2,Repeat Customer
505204,109240,2025-07-06,2008,1,5,Gateway,Completed,42,Tehran,2025-02-16,Regular,Phone Case,Accessories,14,13,13,2025,7,July,Q3,2025-07,7,Repeat Customer
505205,107028,2024-11-12,2011,3,0,Wallet,Completed,64,Isfahan,2023-09-09,New,Desk Lamp,Home Office,32,96,96,2024,11,November,Q4,2024-11,10,Repeat Customer
505207,102342,2026-02-11,2004,3,0,Wallet,Completed,36,Mashhad,2025-05-17,VIP,Power Bank,Electronics,35,105,105,2026,2,February,Q1,2026-02,9,Repeat Customer
505208,107389,2024-07-22,2013,1,0,CardToCard,Completed,29,Karaj,2024-07-09,VIP,Notebook,Stationery,7,7,7,2024,7,July,Q3,2024-07,8,Repeat Customer
505209,109170,2025-11-15,2016,3,0,Wallet,Completed,50,Karaj,2023-11-21,VIP,Monitor,Electronics,21,63,63,2025,11,November,Q4,2025-11,5,Repeat Customer
505210,102483,2024-05-12,2002,1,15,Wallet,Completed,26,Shiraz,2025-01-15,Regular,Mechanical Keyboard,Electronics,62,53,53,2024,5,May,Q2,2024-05,8,Repeat Customer
505211,101089,2024-05-01,2004,3,10,Wallet,Cancelled,49,Mashhad,2025-07-20,VIP,Power Bank,Electronics,35,94,94,2024,5,May,Q2,2024-05,5,Repeat Customer
505212,100991,2025-01-05,2003,1,10,Gateway,Completed,34,Tehran,2025-11-05,New,USB-C Cable,Accessories,9,8,8,2025,1,January,Q1,2025-01,6,Repeat Customer
505213,109702,2024-10-07,2013,1,15,CardToCard,Completed,27,Tabriz,2024-11-27,Regular,Notebook,Stationery,7,6,6,2024,10,October,Q4,2024-10,10,Repeat Customer
505214,100546,2026-06-14,2005,1,5,Gateway,Completed,20,Mashhad,2023-03-15,Regular,Laptop Stand,Accessories,28,27,27,2026,6,June,Q2,2026-06,8,Repeat Customer
505215,104370,2025-11-25,2002,1,10,CardToCard,Completed,43,Karaj,2024-08-26,Regular,Mechanical Keyboard,Electronics,62,56,56,2025,11,November,Q4,2025-11,3,Repeat Customer
505216,100484,2026-02-11,2002,3,0,Gateway,Cancelled,56,Mashhad,2025-05-27,Regular,Mechanical Keyboard,Electronics,62,186,186,2026,2,February,Q1,2026-02,6,Repeat Customer
505217,102875,2024-04-27,2013,1,10,CardToCard,Completed,36,Shiraz,2024-01-22,New,Notebook,Stationery,7,6,6,2024,4,April,Q2,2024-04,6,Repeat Customer
505218,109727,2025-09-08,2011,3,5,Gateway,Completed,62,Shiraz,2024-10-12,New,Desk Lamp,Home Office,32,91,91,2025,9,September,Q3,2025-09,5,Repeat Customer
505219,101626,2025-06-06,2006,1,5,Wallet,Cancelled,65,Rasht,2023-12-23,Regular,Webcam,Electronics,48,46,46,2025,6,June,Q2,2025-06,6,Repeat Customer
505220,101745,2024-03-26,2017,1,0,Gateway,Cancelled,28,Tehran,2025-06-22,Regular,HDMI Cable,Accessories,11,11,11,2024,3,March,Q1,2024-03,8,Repeat Customer
505221,100283,2025-11-16,2001,2,10,Gateway,Completed,50,Kerman,2024-11-10,Regular,Wireless Mouse,Electronics,18,32,32,2025,11,November,Q4,2025-11,7,Repeat Customer
505222,107311,2026-01-07,2004,2,0,Gateway,Completed,59,Rasht,2024-10-17,Regular,Power Bank,Electronics,35,70,70,2026,1,January,Q1,2026-01,5,Repeat Customer
505223,102082,2026-03-13,2010,3,15,Gateway,Completed,22,Ahvaz,2025-11-18,New,Fitness Band,Wearables,55,140,140,2026,3,March,Q1,2026-03,5,Repeat Customer
505224,103137,2026-04-15,2018,1,0,Gateway,Completed,45,Shiraz,2025-07-04,Regular,Microphone,Electronics,85,85,85,2026,4,April,Q2,2026-04,6,Repeat Customer
505225,107520,2024-04-03,2017,4,0,Gateway,Completed,25,Tehran,2023-09-04,Regular,HDMI Cable,Accessories,11,44,44,2024,4,April,Q2,2024-04,8,Repeat Customer
505226,107648,2026-02-01,2013,2,15,Cash,Completed,19,Mashhad,2024-07-27,Regular,Notebook,Stationery,7,12,12,2026,2,February,Q1,2026-02,6,Repeat Customer
505227,104877,2026-04-22,2008,1,10,Gateway,Completed,41,Qom,2024-05-25,New,Phone Case,Accessories,14,13,13,2026,4,April,Q2,2026-04,3,Repeat Customer
505228,108165,2025-08-19,2008,1,10,Gateway,Completed,32,Mashhad,2023-07-27,Regular,Phone Case,Accessories,14,13,13,2025,8,August,Q3,2025-08,7,Repeat Customer
505229,105828,2024-06-07,2013,1,0,Cash,Completed,50,Shiraz,2025-12-23,Regular,Notebook,Stationery,7,7,7,2024,6,June,Q2,2024-06,11,Repeat Customer
505230,102632,2024-12-12,2013,1,0,Gateway,Completed,50,Karaj,2025-12-28,Regular,Notebook,Stationery,7,7,7,2024,12,December,Q4,2024-12,4,Repeat Customer
505231,102221,2024-03-18,2007,1,0,Gateway,Completed,63,Tehran,2024-12-28,New,Headphones,Electronics,75,75,75,2024,3,March,Q1,2024-03,9,Repeat Customer
505232,103381,2024-01-04,2017,2,0,Wallet,Completed,57,Isfahan,2025-02-12,Regular,HDMI Cable,Accessories,11,22,22,2024,1,January,Q1,2024-01,4,Repeat Customer
505233,100169,2026-03-21,2015,1,0,Cash,Completed,34,Tehran,2024-11-25,Regular,Bluetooth Speaker,Electronics,58,58,58,2026,3,March,Q1,2026-03,5,Repeat Customer
505234,104953,2026-05-26,2020,1,0,Gateway,Completed,55,Qom,2025-05-21,Regular,Gaming Controller,Gaming,68,68,68,2026,5,May,Q2,2026-05,7,Repeat Customer
505235,101156,2026-03-20,2007,1,10,Gateway,Completed,46,Tehran,2023-02-21,New,Headphones,Electronics,75,68,68,2026,3,March,Q1,2026-03,5,Repeat Customer
505236,100519,2024-08-07,2004,2,0,CardToCard,Completed,40,Tehran,2025-07-01,VIP,Power Bank,Electronics,35,70,70,2024,8,August,Q3,2024-08,5,Repeat Customer
505237,101909,2025-06-20,2004,2,10,Wallet,Completed,19,Kerman,2023-08-14,Regular,Power Bank,Electronics,35,63,63,2025,6,June,Q2,2025-06,4,Repeat Customer
505238,100242,2025-03-07,2013,1,15,Gateway,Completed,41,Mashhad,2023-10-26,New,Notebook,Stationery,7,6,6,2025,3,March,Q1,2025-03,3,Repeat Customer
505239,101478,2025-03-04,2003,3,0,Wallet,Completed,36,Isfahan,2023-05-12,New,USB-C Cable,Accessories,9,27,27,2025,3,March,Q1,2025-03,7,Repeat Customer
505240,108155,2025-01-05,2014,1,15,Wallet,Completed,38,Rasht,2024-06-03,Regular,Backpack,Accessories,42,36,36,2025,1,January,Q1,2025-01,3,Repeat Customer
505241,109131,2026-04-17,2018,1,30,Gateway,Completed,45,Ahvaz,2023-11-30,Regular,Microphone,Electronics,85,59,59,2026,4,April,Q2,2026-04,3,Repeat Customer
505242,104560,2025-11-14,2001,1,0,CardToCard,Completed,49,Tabriz,2023-01-31,New,Wireless Mouse,Electronics,18,18,18,2025,11,November,Q4,2025-11,3,Repeat Customer
505243,105228,2026-01-01,2017,1,10,Gateway,Completed,55,Tehran,2024-10-24,Regular,HDMI Cable,Accessories,11,10,10,2026,1,January,Q1,2026-01,8,Repeat Customer
505244,104984,2024-01-31,2004,1,0,Gateway,Completed,37,Shiraz,2025-03-04,Regular,Power Bank,Electronics,35,35,35,2024,1,January,Q1,2024-01,6,Repeat Customer
505245,106097,2024-12-21,2010,2,5,Wallet,Completed,50,Tehran,2023-08-23,Regular,Fitness Band,Wearables,55,104,104,2024,12,December,Q4,2024-12,5,Repeat Customer
505246,106075,2025-05-31,2005,3,5,Cash,Completed,61,Kerman,2024-12-17,Regular,Laptop Stand,Accessories,28,80,80,2025,5,May,Q2,2025-05,10,Repeat Customer
505247,103058,2025-07-23,2005,1,5,CardToCard,Completed,25,Mashhad,2023-03-24,Regular,Laptop Stand,Accessories,28,27,27,2025,7,July,Q3,2025-07,8,Repeat Customer
505248,103290,2026-02-17,2015,1,5,Gateway,Completed,26,Tehran,2024-12-02,New,Bluetooth Speaker,Electronics,58,55,55,2026,2,February,Q1,2026-02,8,Repeat Customer
505249,106973,2024-05-24,2005,3,0,CardToCard,Completed,28,Rasht,2023-01-11,VIP,Laptop Stand,Accessories,28,84,84,2024,5,May,Q2,2024-05,5,Repeat Customer
505250,107624,2024-03-18,2016,1,0,CardToCard,Completed,24,Shiraz,2025-04-08,New,Monitor,Electronics,21,21,21,2024,3,March,Q1,2024-03,5,Repeat Customer
505251,102185,2026-02-15,2006,1,15,Gateway,Completed,48,Tehran,2023-02-06,VIP,Webcam,Electronics,48,41,41,2026,2,February,Q1,2026-02,6,Repeat Customer
505252,100228,2025-03-13,2004,2,10,Wallet,Completed,45,Tehran,2025-09-26,Regular,Power Bank,Electronics,35,63,63,2025,3,March,Q1,2025-03,8,Repeat Customer
505253,100088,2025-04-11,2014,1,0,Gateway,Completed,32,Isfahan,2024-07-14,New,Backpack,Accessories,42,42,42,2025,4,April,Q2,2025-04,8,Repeat Customer
505254,101275,2026-02-11,2005,2,0,CardToCard,Completed,54,Tehran,2023-03-18,Regular,Laptop Stand,Accessories,28,56,56,2026,2,February,Q1,2026-02,6,Repeat Customer
505255,103807,2025-10-09,2001,1,0,CardToCard,Completed,22,Tehran,2024-09-08,Regular,Wireless Mouse,Electronics,18,18,18,2025,10,October,Q4,2025-10,5,Repeat Customer
505256,109279,2025-09-23,2004,1,20,Gateway,Completed,65,Tabriz,2025-05-07,Regular,Power Bank,Electronics,35,28,28,2025,9,September,Q3,2025-09,3,Repeat Customer
505257,105914,2024-06-09,2015,2,0,Gateway,Completed,25,Tabriz,2025-01-04,Regular,Bluetooth Speaker,Electronics,58,116,116,2024,6,June,Q2,2024-06,8,Repeat Customer
505258,108764,2025-06-20,2012,1,0,Gateway,Completed,33,Mashhad,2025-07-22,Regular,Office Chair,Home Office,180,180,180,2025,6,June,Q2,2025-06,6,Repeat Customer
505259,108979,2025-01-24,2008,1,5,Cash,Completed,54,Kerman,2024-05-08,New,Phone Case,Accessories,14,13,13,2025,1,January,Q1,2025-01,8,Repeat Customer
505260,100767,2025-06-12,2010,1,10,Gateway,Completed,47,Mashhad,2023-01-16,Regular,Fitness Band,Wearables,55,50,50,2025,6,June,Q2,2025-06,3,Repeat Customer
505261,101481,2025-05-12,2003,5,5,Gateway,Completed,25,Karaj,2024-11-26,Regular,USB-C Cable,Accessories,9,43,43,2025,5,May,Q2,2025-05,8,Repeat Customer
